最近的美術館距離,最近的美術館,最近的公車站距離,最近的公車站,最近的便利商店距離,最近的便利商店,最近的百貨公司距離,最近的百貨公司,最近的交流道距離,最近的交流道,最近的高鐵站距離,最近的高鐵站,最近的圖書館距離,最近的圖書館,最近的超市距離,最近的超市,最近的電影院距離,最近的電影院,最近的捷運站距離,最近的捷運站,最近的博物館距離,最近的博物館,最近的夜市距離,最近的夜市,最近的學校距離,最近的學校,最近的商圈距離,最近的商圈,最近的菜市場距離,最近的菜市場,最近的火車站距離,最近的火車站
18289,桃園市立兒童美術館,7462,桃園客運公車總站,13332,全家便利商店 桃園榮運店,2646,GLORIA OUTLETS華泰名品城,5756,大園交流道,5099,高鐵桃園站,15296,桃園市立圖書館 總館,15408,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,12624,美麗新台茂影城,1560,桃園體育園區,11485,國立歷史博物館桃園二期Ｃ站分部,14140,八德興仁花園夜市,14542,桃園市私立康萊爾雙語中小學,7288,中平商圈徒步區,14291,南崁菜市場,1560,桃園體育園區
18767,桃園市立兒童美術館,2467,桃園客運公車總站,2603,全家便利商店 中壢環北店,3066,遠東SOGO 中壢店,10721,交流道,2201,高鐵桃園站,15775,桃園市立圖書館 總館,15552,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8280,桃園青埔新光影城,2494,A21 環北站,19365,大溪木藝生態博物館,18151,八德興仁花園夜市,15021,桃園市私立康萊爾雙語中小學,2442,中平商圈徒步區,9393,內壢菜市場,2494,A21 環北站
18767,桃園市立兒童美術館,2467,桃園客運公車總站,2603,全家便利商店 中壢環北店,3066,遠東SOGO 中壢店,10721,交流道,2201,高鐵桃園站,15775,桃園市立圖書館 總館,15552,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8280,桃園青埔新光影城,2494,A21 環北站,19365,大溪木藝生態博物館,18151,八德興仁花園夜市,15021,桃園市私立康萊爾雙語中小學,2442,中平商圈徒步區,9393,內壢菜市場,2494,A21 環北站
18767,桃園市立兒童美術館,2467,桃園客運公車總站,2603,全家便利商店 中壢環北店,3066,遠東SOGO 中壢店,10721,交流道,2201,高鐵桃園站,15775,桃園市立圖書館 總館,15552,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8280,桃園青埔新光影城,2494,A21 環北站,19365,大溪木藝生態博物館,18151,八德興仁花園夜市,15021,桃園市私立康萊爾雙語中小學,2442,中平商圈徒步區,9393,內壢菜市場,2494,A21 環北站
7722,橫山書法藝術館,5742,桃園客運公車總站,6624,全家便利商店 中壢環北店,7087,遠東SOGO 中壢店,8875,交流道,4708,高鐵桃園站,6309,桃園市立圖書館中壢分館,11902,家樂福超市中壢成章1店,7165,桃園青埔新光影城,7105,A20 興南站,3028,中央大學崑曲博物館,5801,中壢觀光夜市,10954,桃園市私立有得雙語中小學 Yoder Bilingual Academy,5717,中平商圈徒步區,12449,內壢菜市場,7105,A20 興南站
7344,桃園市立兒童美術館,9658,桃園公車站,6348,全家便利(八德瑞祥店),4673,遠東SOGO 中壢店,16322,交流道,7641,高鐵桃園站,10088,桃園市立圖書館 總館,11798,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10692,桃園統領威秀影城,4155,中壢火車站,10902,大溪木藝生態博物館,4085,八德興仁花園夜市,10268,桃園市私立康萊爾雙語中小學,4398,中平商圈徒步區,5358,內壢菜市場,4155,中壢火車站
5035,桃園市立兒童美術館,6418,桃園公車站,7476,全家便利(八德瑞祥店),4291,遠東SOGO 中壢店,21683,交流道,7259,高鐵桃園站,6848,桃園市立圖書館 總館,8558,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7966,桃園統領威秀影城,2678,內壢火車站,11718,新北市立鶯歌陶瓷博物館,6042,八德興仁花園夜市,7028,桃園市私立康萊爾雙語中小學,4336,中平商圈徒步區,2118,內壢菜市場,2678,內壢火車站
18587,桃園市立兒童美術館,5104,高鐵桃園站,6027,全家便利商店 中壢環北店,2944,GLORIA OUTLETS華泰名品城,6434,大園交流道,5104,高鐵桃園站,15594,桃園市立圖書館 總館,10429,家樂福超市中壢成章1店,11891,美麗新台茂影城,1375,桃園體育園區,12009,國立歷史博物館桃園二期Ｃ站分部,14145,八德興仁花園夜市,14841,桃園市私立康萊爾雙語中小學,7293,中平商圈徒步區,14589,南崁菜市場,1375,桃園體育園區
6774,橫山書法藝術館,7123,高鐵桃園站,9661,全家便利商店 中壢環北店,7025,GLORIA OUTLETS華泰名品城,6086,大園交流道,7123,高鐵桃園站,10714,桃園市立圖書館中壢分館,14064,家樂福超市中壢成章1店,9154,星橋國際影城,5199,桃園體育園區,13522,國立歷史博物館桃園二期Ｃ站分部,8217,中壢觀光夜市,15583,桃園市私立有得雙語中小學 Yoder Bilingual Academy,9171,中平商圈徒步區,13957,內壢菜市場,5199,桃園體育園區
18061,桃園市立兒童美術館,4498,高鐵桃園站,5464,全家便利商店 中壢環北店,2887,GLORIA OUTLETS華泰名品城,6417,大園交流道,4498,高鐵桃園站,15069,桃園市立圖書館 總館,15181,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11365,美麗新台茂影城,1002,桃園體育園區,11805,國立歷史博物館桃園二期Ｃ站分部,13582,八德興仁花園夜市,14315,桃園市私立康萊爾雙語中小學,6641,中平商圈徒步區,14064,南崁菜市場,1002,桃園體育園區
18061,桃園市立兒童美術館,4498,高鐵桃園站,5464,全家便利商店 中壢環北店,2887,GLORIA OUTLETS華泰名品城,6417,大園交流道,4498,高鐵桃園站,15069,桃園市立圖書館 總館,15181,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11365,美麗新台茂影城,1002,桃園體育園區,11805,國立歷史博物館桃園二期Ｃ站分部,13582,八德興仁花園夜市,14315,桃園市私立康萊爾雙語中小學,6641,中平商圈徒步區,14064,南崁菜市場,1002,桃園體育園區
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16147,桃園市立兒童美術館,12851,桃園公車站,11191,全家便利商店 桃園榮運店,872,GLORIA OUTLETS華泰名品城,7342,大園交流道,6850,高鐵桃園站,13155,桃園市立圖書館 總館,13267,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14656,桃園統領威秀影城,1608,領航站,12146,國立歷史博物館桃園二期Ｃ站分部,23356,八德興仁花園夜市,12401,桃園市私立康萊爾雙語中小學,7840,中平商圈徒步區,12150,南崁菜市場,1608,領航站
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
9895,桃園市立兒童美術館,9296,桃園公車站,10737,全家便利(八德瑞祥店),1385,遠東SOGO 中壢店,12575,交流道,3789,高鐵桃園站,9726,桃園市立圖書館 總館,17406,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10844,桃園統領威秀影城,553,中壢火車站,16884,大溪木藝生態博物館,8147,八德興仁花園夜市,16874,桃園市私立康萊爾雙語中小學,303,中平商圈徒步區,4970,內壢菜市場,553,中壢火車站
18227,桃園市立兒童美術館,4500,高鐵桃園站,15575,全家便利商店 桃園玉山店,2952,GLORIA OUTLETS華泰名品城,7314,大園交流道,4500,高鐵桃園站,15235,桃園市立圖書館 總館,15347,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11531,美麗新台茂影城,356,桃園體育園區,14226,國立歷史博物館桃園二期Ｃ站分部,13491,八德興仁花園夜市,14481,桃園市私立康萊爾雙語中小學,6643,中平商圈徒步區,14230,南崁菜市場,356,桃園體育園區
18227,桃園市立兒童美術館,4500,高鐵桃園站,15575,全家便利商店 桃園玉山店,2952,GLORIA OUTLETS華泰名品城,7314,大園交流道,4500,高鐵桃園站,15235,桃園市立圖書館 總館,15347,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11531,美麗新台茂影城,356,桃園體育園區,14226,國立歷史博物館桃園二期Ｃ站分部,13491,八德興仁花園夜市,14481,桃園市私立康萊爾雙語中小學,6643,中平商圈徒步區,14230,南崁菜市場,356,桃園體育園區
16879,桃園市立兒童美術館,13583,桃園公車站,11923,全家便利商店 桃園榮運店,1789,GLORIA OUTLETS華泰名品城,7789,大園交流道,5548,高鐵桃園站,13886,桃園市立圖書館 總館,13999,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15387,桃園統領威秀影城,1112,桃園,12878,國立歷史博物館桃園二期Ｃ站分部,13370,八德興仁花園夜市,13133,桃園市私立康萊爾雙語中小學,6538,中平商圈徒步區,12881,南崁菜市場,1112,桃園
9895,桃園市立兒童美術館,9296,桃園公車站,10737,全家便利(八德瑞祥店),1385,遠東SOGO 中壢店,12575,交流道,3789,高鐵桃園站,9726,桃園市立圖書館 總館,17406,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10844,桃園統領威秀影城,553,中壢火車站,16884,大溪木藝生態博物館,8147,八德興仁花園夜市,16874,桃園市私立康萊爾雙語中小學,303,中平商圈徒步區,4970,內壢菜市場,553,中壢火車站
15904,桃園市立兒童美術館,12608,桃園公車站,10947,全家便利商店 桃園榮運店,814,GLORIA OUTLETS華泰名品城,7283,大園交流道,6254,高鐵桃園站,12911,桃園市立圖書館 總館,13023,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14412,桃園統領威秀影城,1662,桃園,11903,國立歷史博物館桃園二期Ｃ站分部,14671,八德興仁花園夜市,12157,桃園市私立康萊爾雙語中小學,7244,中平商圈徒步區,11906,南崁菜市場,1662,桃園
18305,桃園市立兒童美術館,7445,桃園客運公車總站,13349,全家便利商店 桃園榮運店,2663,GLORIA OUTLETS華泰名品城,5773,大園交流道,5082,高鐵桃園站,15313,桃園市立圖書館 總館,15425,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,12640,美麗新台茂影城,1543,桃園體育園區,11502,國立歷史博物館桃園二期Ｃ站分部,14123,八德興仁花園夜市,14559,桃園市私立康萊爾雙語中小學,7271,中平商圈徒步區,14308,南崁菜市場,1543,桃園體育園區
18305,桃園市立兒童美術館,7445,桃園客運公車總站,13349,全家便利商店 桃園榮運店,2663,GLORIA OUTLETS華泰名品城,5773,大園交流道,5082,高鐵桃園站,15313,桃園市立圖書館 總館,15425,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,12640,美麗新台茂影城,1543,桃園體育園區,11502,國立歷史博物館桃園二期Ｃ站分部,14123,八德興仁花園夜市,14559,桃園市私立康萊爾雙語中小學,7271,中平商圈徒步區,14308,南崁菜市場,1543,桃園體育園區
18305,桃園市立兒童美術館,7445,桃園客運公車總站,13349,全家便利商店 桃園榮運店,2663,GLORIA OUTLETS華泰名品城,5773,大園交流道,5082,高鐵桃園站,15313,桃園市立圖書館 總館,15425,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,12640,美麗新台茂影城,1543,桃園體育園區,11502,國立歷史博物館桃園二期Ｃ站分部,14123,八德興仁花園夜市,14559,桃園市私立康萊爾雙語中小學,7271,中平商圈徒步區,14308,南崁菜市場,1543,桃園體育園區
18305,桃園市立兒童美術館,7445,桃園客運公車總站,13349,全家便利商店 桃園榮運店,2663,GLORIA OUTLETS華泰名品城,5773,大園交流道,5082,高鐵桃園站,15313,桃園市立圖書館 總館,15425,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,12640,美麗新台茂影城,1543,桃園體育園區,11502,國立歷史博物館桃園二期Ｃ站分部,14123,八德興仁花園夜市,14559,桃園市私立康萊爾雙語中小學,7271,中平商圈徒步區,14308,南崁菜市場,1543,桃園體育園區
5634,桃園市立兒童美術館,5842,桃園公車站,13334,全家便利商店 桃園榮運店,3879,遠東SOGO 中壢店,20941,交流道,6846,高鐵桃園站,6272,桃園市立圖書館 總館,7982,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7390,桃園統領威秀影城,1531,內壢火車站,12318,新北市立鶯歌陶瓷博物館,6664,八德興仁花園夜市,6452,桃園市私立康萊爾雙語中小學,4314,中平商圈徒步區,14293,南崁菜市場,1531,內壢火車站
5634,桃園市立兒童美術館,5842,桃園公車站,13334,全家便利商店 桃園榮運店,3879,遠東SOGO 中壢店,20941,交流道,6846,高鐵桃園站,6272,桃園市立圖書館 總館,7982,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7390,桃園統領威秀影城,1531,內壢火車站,12318,新北市立鶯歌陶瓷博物館,6664,八德興仁花園夜市,6452,桃園市私立康萊爾雙語中小學,4314,中平商圈徒步區,14293,南崁菜市場,1531,內壢火車站
5634,桃園市立兒童美術館,5842,桃園公車站,13334,全家便利商店 桃園榮運店,3879,遠東SOGO 中壢店,20941,交流道,6846,高鐵桃園站,6272,桃園市立圖書館 總館,7982,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7390,桃園統領威秀影城,1531,內壢火車站,12318,新北市立鶯歌陶瓷博物館,6664,八德興仁花園夜市,6452,桃園市私立康萊爾雙語中小學,4314,中平商圈徒步區,14293,南崁菜市場,1531,內壢火車站
16147,桃園市立兒童美術館,12851,桃園公車站,11191,全家便利商店 桃園榮運店,872,GLORIA OUTLETS華泰名品城,7342,大園交流道,6850,高鐵桃園站,13155,桃園市立圖書館 總館,13267,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14656,桃園統領威秀影城,1608,領航站,12146,國立歷史博物館桃園二期Ｃ站分部,23356,八德興仁花園夜市,12401,桃園市私立康萊爾雙語中小學,7840,中平商圈徒步區,12150,南崁菜市場,1608,領航站
9895,桃園市立兒童美術館,9296,桃園公車站,10737,全家便利(八德瑞祥店),1385,遠東SOGO 中壢店,12575,交流道,3789,高鐵桃園站,9726,桃園市立圖書館 總館,17406,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10844,桃園統領威秀影城,553,中壢火車站,16884,大溪木藝生態博物館,8147,八德興仁花園夜市,16874,桃園市私立康萊爾雙語中小學,303,中平商圈徒步區,4970,內壢菜市場,553,中壢火車站
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
